order_item_id,order_id,product_id,quantity,unit_price,discount
OI000602,O00192,P0077,1,4058.28,0.15
OI000603,O00192,P0082,1,6739.91,0.0
OI000604,O00193,P0017,5,18742.99,0.2
OI000605,O00193,P0049,2,22427.19,0.0
OI000606,O00193,P0085,2,20620.59,0.0
OI000607,O00193,P0098,3,16744.36,0.05
OI000608,O00193,P0116,1,22662.54,0.15
OI000609,O00194,P0119,3,3520.87,0.0
OI000610,O00194,P0036,2,8960.67,0.2
OI000611,O00194,P0099,1,9969.82,0.0
OI000612,O00194,P0055,1,20284.12,0.05
OI000613,O00195,P0043,3,23683.68,0.0
OI000614,O00195,P0008,4,26103.7,0.0
OI000615,O00195,P0034,4,29981.28,0.0
OI000616,O00195,P0105,5,17274.11,0.05
OI000617,O00196,P0083,1,9132.71,0.0
OI000618,O00196,P0063,5,19689.07,0.2
OI000619,O00197,P0028,4,20532.06,0.15
OI000620,O00197,P0079,3,3907.55,0.0
OI000621,O00197,P0083,1,9132.71,0.0
OI000622,O00197,P0014,1,15835.42,0.1
OI000623,O00198,P0100,4,26223.39,0.0
OI000624,O00198,P0058,1,19519.27,0.0
OI000625,O00198,P0003,4,28035.34,0.0
OI000626,O00199,P0090,4,12974.36,0.1
OI000627,O00199,P0043,1,23683.68,0.1
OI000628,O00200,P0062,1,17669.73,0.1
OI000629,O00200,P0056,2,26540.94,0.0
OI000630,O00200,P0052,4,2818.25,0.15
OI000631,O00200,P0109,4,5510.83,0.0
OI000632,O00201,P0069,3,28476.44,0.05
OI000633,O00201,P0120,1,20385.15,0.15
OI000634,O00201,P0046,1,23621.0,0.0
OI000635,O00201,P0043,5,23683.68,0.2
OI000636,O00201,P0088,3,16504.89,0.0
OI000637,O00202,P0098,2,16744.36,0.0
OI000638,O00202,P0099,5,9969.82,0.0
OI000639,O00202,P0038,4,361.97,0.15
OI000640,O00202,P0083,2,9132.71,0.0
OI000641,O00203,P0115,3,2658.52,0.05
OI000642,O00203,P0014,1,15835.42,0.15
OI000643,O00203,P0081,4,15455.55,0.15
OI000644,O00203,P0089,2,15973.04,0.0
OI000645,O00204,P0025,1,11320.25,0.15
OI000646,O00205,P0031,5,20367.01,0.15
OI000647,O00205,P0063,3,19689.07,0.05
OI000648,O00205,P0050,5,28891.25,0.2
OI000649,O00205,P0009,4,11563.17,0.0
OI000650,O00205,P0102,1,3215.58,0.0
OI000651,O00206,P0044,1,22002.91,0.05
OI000652,O00207,P0028,5,20532.06,0.05
OI000653,O00208,P0020,1,1192.67,0.0
OI000654,O00208,P0095,2,28613.34,0.05
OI000655,O00208,P0075,1,8404.97,0.05
OI000656,O00208,P0030,5,7749.16,0.0
OI000657,O00208,P0119,2,3520.87,0.15
OI000658,O00209,P0002,1,25937.12,0.0
OI000659,O00209,P0023,1,5090.98,0.05
OI000660,O00210,P0022,1,29352.73,0.0
OI000661,O00210,P0107,4,20288.3,0.1
OI000662,O00210,P0076,5,7609.55,0.0
OI000663,O00210,P0009,1,11563.17,0.2
OI000664,O00210,P0105,2,17274.11,0.05
OI000665,O00211,P0104,4,25379.76,0.0
OI000666,O00211,P0107,1,20288.3,0.15
OI000667,O00211,P0095,5,28613.34,0.1
OI000668,O00212,P0042,2,27113.7,0.2
OI000669,O00212,P0108,1,27881.04,0.1
OI000670,O00213,P0043,1,23683.68,0.0
OI000671,O00213,P0009,2,11563.17,0.2
OI000672,O00214,P0022,2,29352.73,0.05
OI000673,O00214,P0090,2,12974.36,0.1
OI000674,O00214,P0048,1,27431.78,0.0
OI000675,O00214,P0071,1,1631.29,0.2
OI000676,O00215,P0049,4,22427.19,0.0
OI000677,O00215,P0100,1,26223.39,0.0
OI000678,O00215,P0021,2,29923.09,0.0
OI000679,O00215,P0003,5,28035.34,0.0
OI000680,O00215,P0113,4,12664.59,0.15
OI000681,O00216,P0089,3,15973.04,0.1
OI000682,O00216,P0017,4,18742.99,0.05
OI000683,O00216,P0027,2,5351.07,0.0
OI000684,O00216,P0019,5,28629.69,0.15
OI000685,O00217,P0077,2,4058.28,0.15
OI000686,O00218,P0079,3,3907.55,0.0
OI000687,O00218,P0012,4,28948.95,0.0
OI000688,O00218,P0081,5,15455.55,0.0
OI000689,O00218,P0106,2,29239.45,0.0
OI000691,O00219,P0080,2,22400.48,0.05
OI000692,O00219,P0047,2,15113.63,0.0
OI000693,O00219,P0111,1,19761.46,0.0
OI000694,O00219,P0098,1,16744.36,0.2
OI000695,O00220,P0088,4,16504.89,0.05
OI000696,O00220,P0109,2,5510.83,0.0
OI000697,O00221,P0007,3,22914.64,0.0
OI000698,O00222,P0056,3,26540.94,0.1
OI000699,O00222,P0033,4,20746.57,0.0
OI000700,O00223,P0095,1,28613.34,0.1
OI000701,O00224,P0021,1,29923.09,0.05
OI000702,O00224,P0101,5,29055.75,0.0
OI000703,O00225,P0115,2,2658.52,0.15
OI000704,O00226,P0076,2,7609.55,0.15
OI000705,O00226,P0075,3,8404.97,0.0
OI000706,O00226,P0042,1,27113.7,0.0
OI000707,O00226,P0054,2,17586.66,0.0
OI000708,O00227,P0095,2,28613.34,0.05
OI000709,O00227,P0053,2,16152.78,0.0
OI000710,O00228,P0075,4,8404.97,0.0
OI000711,O00228,P0063,2,19689.07,0.1
OI000712,O00228,P0007,4,22914.64,0.0
OI000713,O00228,P0114,4,9431.72,0.0
OI000714,O00229,P0059,2,28394.29,0.15
OI000715,O00229,P0093,3,12034.06,0.0
OI000716,O00230,P0043,1,23683.68,0.15
OI000717,O00230,P0017,5,18742.99,0.0
OI000718,O00231,P0018,4,25587.96,0.05
OI000719,O00231,P0015,4,12370.16,0.0
OI000720,O00231,P0110,3,10608.58,0.0
OI000721,O00232,P0078,5,9794.29,0.0
OI000722,O00232,P0021,5,29923.09,0.1
OI000723,O00232,P0102,2,3215.58,0.0
OI000724,O00233,P0110,2,10608.58,0.1
OI000725,O00233,P0067,4,29430.12,0.2
OI000726,O00233,P0063,4,19689.07,0.0
OI000727,O00233,P0111,1,19761.46,0.15
OI000728,O00234,P0095,4,28613.34,0.1
OI000729,O00234,P0112,2,2861.72,0.1
OI000730,O00234,P0032,2,28363.64,0.1
OI000731,O00234,P0042,1,27113.7,0.05
OI000732,O00235,P0006,4,16212.79,0.15
OI000733,O00236,P0005,1,29967.2,0.05
OI000734,O00236,P0055,4,20284.12,0.0
OI000735,O00236,P0068,1,1929.24,0.1
OI000736,O00236,P0051,1,29022.02,0.15
OI000737,O00236,P0062,4,17669.73,0.0
OI000738,O00237,P0046,2,23621.0,0.15
OI000739,O00237,P0038,1,361.97,0.0
OI000740,O00238,P0086,4,26990.09,0.2
OI000741,O00238,P0040,5,18259.1,0.15
OI000742,O00238,P0021,5,29923.09,0.0
OI000743,O00238,P0091,4,21658.7,0.05
OI000744,O00239,P0112,4,2861.72,0.0
OI000745,O00239,P0091,3,21658.7,0.15
OI000746,O00240,P0091,1,21658.7,0.05
OI000747,O00240,P0082,3,6739.91,0.1
OI000748,O00240,P0001,1,5815.44,0.0
OI000749,O00240,P0111,4,19761.46,0.2
OI000750,O00241,P0090,5,12974.36,0.2
OI000751,O00241,P0079,2,3907.55,0.2
OI000752,O00241,P0070,1,19923.53,0.1
OI000753,O00242,P0095,5,28613.34,0.15
OI000754,O00242,P0120,3,20385.15,0.0
OI000755,O00242,P0008,1,26103.7,0.05
OI000756,O00243,P0060,3,3024.1,0.0
OI000757,O00243,P0080,2,22400.48,0.15
OI000758,O00243,P0006,5,16212.79,0.15
OI000759,O00244,P0072,2,23634.91,0.0
OI000760,O00245,P0031,4,20367.01,0.15
OI000761,O00245,P0070,5,19923.53,0.2
OI000762,O00245,P0015,2,12370.16,0.2
OI000763,O00246,P0042,3,27113.7,0.1
OI000764,O00246,P0046,4,23621.0,0.0
OI000765,O00247,P0009,3,11563.17,0.0
OI000766,O00248,P0063,1,19689.07,0.05
OI000767,O00248,P0065,5,20745.59,0.15
OI000768,O00248,P0068,5,1929.24,0.0
OI000769,O00248,P0107,4,20288.3,0.1
OI000770,O00249,P0103,1,19743.28,0.0
OI000771,O00249,P0087,4,2082.59,0.0
OI000772,O00249,P0089,1,15973.04,0.05
OI000773,O00250,P0037,1,29340.98,0.0
OI000775,O00251,P0064,2,12314.5,0.1
OI000776,O00251,P0020,1,1192.67,0.0
OI000777,O00252,P0088,4,16504.89,0.0
OI000778,O00252,P0070,4,19923.53,0.05
OI000779,O00252,P0120,1,20385.15,0.0
OI000780,O00252,P0017,2,18742.99,0.0
OI000781,O00253,P0112,2,2861.72,0.2
OI000782,O00254,P0083,3,9132.71,0.05
OI000783,O00254,P0043,5,23683.68,0.15
OI000784,O00254,P0053,5,16152.78,0.2
OI000785,O00254,P0075,5,8404.97,0.05
OI000786,O00254,P0044,4,22002.91,0.0
OI000787,O00255,P0017,3,18742.99,0.0
OI000788,O00255,P0115,4,2658.52,0.0
OI000789,O00255,P0102,3,3215.58,0.2
OI000790,O00255,P0040,1,18259.1,0.0
OI000791,O00255,P0022,3,29352.73,0.0
OI000792,O00256,P0022,5,29352.73,0.0
OI000793,O00256,P0080,2,22400.48,0.0
OI000794,O00256,P0119,2,3520.87,0.0
OI000795,O00256,P0021,2,29923.09,0.0
OI000796,O00257,P0041,5,18672.23,0.0
OI000797,O00258,P0034,5,29981.28,0.15
OI000798,O00258,P0048,1,27431.78,0.15
OI000799,O00258,P0024,3,9812.32,0.0
OI000800,O00258,P0027,2,5351.07,0.0
OI000801,O00259,P0070,1,19923.53,0.0
OI000802,O00259,P0021,4,29923.09,0.05
OI000803,O00259,P0069,2,28476.44,0.05
OI000804,O00259,P0039,3,22385.74,0.0
OI000805,O00260,P0095,5,28613.34,0.1
OI000806,O00261,P0083,4,9132.71,0.0
OI000807,O00261,P0091,5,21658.7,0.15
OI000808,O00261,P0038,2,361.97,0.2
OI000809,O00262,P0094,1,12871.71,0.15
OI000810,O00262,P0117,4,13360.22,0.0
OI000811,O00262,P0119,2,3520.87,0.15
OI000812,O00262,P0057,5,6734.45,0.0
OI000813,O00262,P0044,3,22002.91,0.0
OI000814,O00263,P0080,3,22400.48,0.0
OI000815,O00263,P0108,3,27881.04,0.0
OI000816,O00263,P0029,5,7057.79,0.15
OI000817,O00263,P0058,2,19519.27,0.1
OI000818,O00264,P0029,2,7057.79,0.0
OI000819,O00264,P0101,1,29055.75,0.1
OI000820,O00264,P0120,4,20385.15,0.15
OI000821,O00264,P0099,1,9969.82,0.1
OI000822,O00264,P0036,4,8960.67,0.0
OI000823,O00265,P0041,3,18672.23,0.05
OI000824,O00265,P0078,2,9794.29,0.15
OI000825,O00265,P0066,4,28522.59,0.0
OI000826,O00265,P0008,4,26103.7,0.0
OI000827,O00266,P0037,3,29340.98,0.0
OI000828,O00267,P0058,1,19519.27,0.0
OI000829,O00267,P0112,4,2861.72,0.15
OI000830,O00267,P0072,4,23634.91,0.2
OI000831,O00268,P0037,4,29340.98,0.15
OI000832,O00268,P0021,4,29923.09,0.0
OI000833,O00268,P0104,5,25379.76,0.1
OI000834,O00268,P0094,1,12871.71,0.0
OI000835,O00269,P0039,5,22385.74,0.0
OI000836,O00269,P0061,1,11732.74,0.1
OI000837,O00270,P0012,3,28948.95,0.05
OI000838,O00270,P0001,2,5815.44,0.1
OI000839,O00270,P0053,4,16152.78,0.15
OI000840,O00270,P0082,5,6739.91,0.2
OI000841,O00271,P0026,4,12432.11,0.0
OI000842,O00271,P0024,5,9812.32,0.05
OI000843,O00272,P0106,3,29239.45,0.2
OI000844,O00273,P0039,2,22385.74,0.0
OI000845,O00273,P0064,1,12314.5,0.0
OI000846,O00273,P0072,3,23634.91,0.0
OI000847,O00273,P0095,4,28613.34,0.0
OI000848,O00273,P0060,3,3024.1,0.05
OI000849,O00274,P0063,2,19689.07,0.0
OI000850,O00274,P0117,1,13360.22,0.2
OI000851,O00275,P0064,3,12314.5,0.1
OI000852,O00275,P0009,4,11563.17,0.1
OI000853,O00275,P0077,4,4058.28,0.2
OI000854,O00276,P0081,1,15455.55,0.0
OI000855,O00276,P0088,5,16504.89,0.15
OI000856,O00276,P0061,5,11732.74,0.0
OI000857,O00277,P0021,2,29923.09,0.0
OI000858,O00277,P0075,4,8404.97,0.15
OI000859,O00277,P0008,2,26103.7,0.0
OI000860,O00278,P0007,3,22914.64,0.05
OI000861,O00278,P0035,3,7207.71,0.0
OI000862,O00279,P0038,1,361.97,0.1
OI000863,O00279,P0068,2,1929.24,0.2
OI000864,O00279,P0082,2,6739.91,0.2
OI000865,O00280,P0077,2,4058.28,0.1
OI000866,O00281,P0112,3,2861.72,0.0
OI000867,O00281,P0041,3,18672.23,0.0
OI000868,O00281,P0106,5,29239.45,0.1
OI000869,O00282,P0106,2,29239.45,0.1
OI000870,O00282,P0019,3,28629.69,0.0
OI000871,O00282,P0002,4,25937.12,0.05
OI000872,O00283,P0118,1,13328.28,0.0
OI000873,O00283,P0117,2,13360.22,0.1
OI000874,O00283,P0021,2,29923.09,0.2
OI000875,O00284,P0102,5,3215.58,0.1
OI000876,O00284,P0115,5,2658.52,0.2
OI000877,O00285,P0092,1,26656.16,0.05
OI000878,O00285,P0071,4,1631.29,0.0
OI000879,O00285,P0090,1,12974.36,0.2
OI000880,O00285,P0097,2,3005.35,0.0
OI000881,O00285,P0103,4,19743.28,0.0
OI000882,O00286,P0089,4,15973.04,0.1
OI000883,O00286,P0047,5,15113.63,0.2
OI000884,O00286,P0018,3,25587.96,0.0
OI000885,O00287,P0004,1,8571.23,0.0
OI000886,O00287,P0096,2,2845.8,0.2
OI000887,O00287,P0105,2,17274.11,0.15
OI000888,O00288,P0040,2,18259.1,0.0
OI000889,O00288,P0017,1,18742.99,0.05
OI000891,O00290,P0097,1,3005.35,0.0
OI000892,O00290,P0056,5,26540.94,0.1
OI000893,O00290,P0006,1,16212.79,0.05
OI000894,O00290,P0026,1,12432.11,0.0
OI000895,O00291,P0009,3,11563.17,0.15
OI000896,O00292,P0097,1,3005.35,0.2
OI000897,O00293,P0118,5,13328.28,0.0
OI000898,O00294,P0116,1,22662.54,0.0
OI000899,O00294,P0026,2,12432.11,0.2
OI000900,O00294,P0024,3,9812.32,0.1
OI000901,O00294,P0086,3,26990.09,0.0
OI000902,O00294,P0045,2,22454.73,0.2
OI000903,O00295,P0100,5,26223.39,0.0
OI000904,O00295,P0094,1,12871.71,0.2
OI000905,O00295,P0079,5,3907.55,0.2
OI000906,O00295,P0031,1,20367.01,0.1
OI000907,O00295,P0065,2,20745.59,0.15
OI000908,O00296,P0037,5,29340.98,0.0
OI000909,O00296,P0022,1,29352.73,0.0
OI000910,O00297,P0109,5,5510.83,0.0
OI000911,O00297,P0091,4,21658.7,0.15
OI000912,O00297,P0061,1,11732.74,0.0
OI000913,O00297,P0047,3,15113.63,0.05
OI000914,O00297,P0090,4,12974.36,0.0
OI000915,O00298,P0030,1,7749.16,0.05
OI000916,O00298,P0053,1,16152.78,0.1
OI000917,O00298,P0015,2,12370.16,0.05
OI000918,O00298,P0098,3,16744.36,0.15
OI000919,O00298,P0041,3,18672.23,0.1
OI000920,O00299,P0011,3,29653.81,0.05
OI000921,O00300,P0050,3,28891.25,0.05
OI000922,O00301,P0095,2,28613.34,0.1
OI000923,O00301,P0040,4,18259.1,0.0
OI000924,O00301,P0088,4,16504.89,0.0
OI000925,O00301,P0108,1,27881.04,0.2
OI000926,O00301,P0057,4,6734.45,0.15
OI000927,O00302,P0023,4,5090.98,0.15
OI000928,O00302,P0002,1,25937.12,0.05
OI000929,O00302,P0087,4,2082.59,0.1
OI000930,O00303,P0016,2,14148.38,0.05
OI000931,O00304,P0089,2,15973.04,0.0
OI000932,O00304,P0076,3,7609.55,0.0
OI000933,O00304,P0014,3,15835.42,0.0
OI000934,O00304,P0095,5,28613.34,0.2
OI000935,O00305,P0016,4,14148.38,0.0
OI000936,O00305,P0030,5,7749.16,0.1
OI000937,O00305,P0108,3,27881.04,0.2
OI000938,O00305,P0055,4,20284.12,0.0
OI000939,O00306,P0086,5,26990.09,0.0
OI000940,O00306,P0078,2,9794.29,0.2
OI000941,O00306,P0052,4,2818.25,0.0
OI000942,O00306,P0063,1,19689.07,0.0
OI000943,O00307,P0064,1,12314.5,0.0
OI000944,O00307,P0030,1,7749.16,0.2
OI000945,O00307,P0081,1,15455.55,0.05
OI000946,O00307,P0018,1,25587.96,0.0
OI000947,O00308,P0078,3,9794.29,0.1
OI000948,O00308,P0087,5,2082.59,0.0
OI000949,O00308,P0042,1,27113.7,0.15
OI000950,O00308,P0020,5,1192.67,0.2
OI000951,O00309,P0102,4,3215.58,0.05
OI000952,O00309,P0060,5,3024.1,0.0
OI000953,O00309,P0026,5,12432.11,0.0
OI000954,O00309,P0038,5,361.97,0.1
OI000955,O00310,P0098,1,16744.36,0.05
OI000956,O00311,P0050,4,28891.25,0.0
OI000957,O00312,P0057,5,6734.45,0.15
OI000958,O00312,P0059,3,28394.29,0.15
OI000959,O00312,P0005,2,29967.2,0.05
OI000960,O00312,P0023,4,5090.98,0.0
OI000961,O00313,P0092,1,26656.16,0.1
OI000962,O00313,P0050,4,28891.25,0.15
OI000963,O00313,P0063,5,19689.07,0.15
OI000964,O00314,P0074,5,23258.13,0.0
OI000965,O00314,P0061,4,11732.74,0.0
OI000966,O00314,P0072,4,23634.91,0.1
OI000967,O00314,P0110,4,10608.58,0.1
OI000968,O00314,P0021,3,29923.09,0.2
OI000969,O00315,P0042,5,27113.7,0.0
OI000970,O00315,P0008,2,26103.7,0.2
OI000971,O00315,P0004,3,8571.23,0.0
OI000972,O00316,P0004,4,8571.23,0.0
OI000973,O00316,P0098,4,16744.36,0.0
OI000974,O00316,P0115,3,2658.52,0.05
OI000975,O00316,P0081,3,15455.55,0.0
OI000976,O00316,P0044,2,22002.91,0.0
OI000977,O00317,P0083,5,9132.71,0.0
OI000978,O00317,P0040,1,18259.1,0.2
OI000979,O00318,P0015,1,12370.16,0.1
OI000980,O00318,P0044,3,22002.91,0.0
OI000981,O00318,P0022,4,29352.73,0.15
OI000982,O00319,P0073,3,6309.86,0.0
OI000983,O00319,P0066,4,28522.59,0.1
OI000984,O00319,P0116,1,22662.54,0.0
OI000985,O00319,P0054,4,17586.66,0.1
OI000986,O00320,P0042,4,27113.7,0.0
OI000987,O00320,P0074,2,23258.13,0.0
OI000989,O00320,P0104,3,25379.76,0.0
OI000990,O00321,P0039,1,22385.74,0.2
OI000991,O00321,P0047,5,15113.63,0.0
OI000992,O00321,P0056,3,26540.94,0.0
OI000993,O00321,P0026,1,12432.11,0.0
OI000994,O00321,P0064,5,12314.5,0.05
OI000995,O00322,P0080,1,22400.48,0.15
OI000996,O00322,P0096,5,2845.8,0.0
OI000997,O00323,P0044,5,22002.91,0.05
OI000998,O00323,P0035,4,7207.71,0.0
OI000999,O00323,P0009,3,11563.17,0.2
OI001000,O00323,P0073,1,6309.86,0.15
OI001001,O00323,P0103,3,19743.28,0.1
OI001002,O00324,P0056,3,26540.94,0.0
OI001003,O00324,P0085,4,20620.59,0.05
OI001004,O00324,P0070,3,19923.53,0.1
OI001005,O00325,P0059,1,28394.29,0.15
OI001006,O00325,P0086,5,26990.09,0.2
OI001007,O00325,P0098,2,16744.36,0.1
OI001008,O00325,P0071,4,1631.29,0.0
OI001009,O00325,P0024,4,9812.32,0.0
OI001010,O00326,P0104,4,25379.76,0.1
OI001011,O00326,P0079,1,3907.55,0.1
OI001012,O00326,P0110,2,10608.58,0.0
OI001013,O00326,P0099,4,9969.82,0.0
OI001014,O00326,P0117,2,13360.22,0.0
OI001015,O00327,P0109,3,5510.83,0.2
OI001016,O00327,P0056,1,26540.94,0.15
OI001017,O00327,P0053,2,16152.78,0.2
OI001018,O00328,P0035,2,7207.71,0.0
OI001019,O00328,P0106,5,29239.45,0.0
OI001020,O00328,P0037,4,29340.98,0.0
OI001021,O00328,P0083,1,9132.71,0.0
OI001022,O00329,P0004,3,8571.23,0.05
OI001023,O00329,P0032,4,28363.64,0.1
OI001024,O00330,P0055,2,20284.12,0.0
OI001025,O00330,P0083,3,9132.71,0.0
OI001026,O00330,P0116,1,22662.54,0.0
OI001027,O00330,P0005,3,29967.2,0.15
OI001028,O00331,P0023,4,5090.98,0.2
OI001029,O00331,P0083,1,9132.71,0.0
OI001030,O00331,P0110,1,10608.58,0.0
OI001031,O00331,P0006,5,16212.79,0.0
OI001032,O00331,P0093,1,12034.06,0.05
OI001033,O00332,P0086,1,26990.09,0.05
OI001034,O00332,P0085,2,20620.59,0.0
OI001035,O00332,P0114,1,9431.72,0.1
OI001036,O00333,P0120,5,20385.15,0.2
OI001037,O00333,P0016,5,14148.38,0.0
OI001038,O00333,P0067,4,29430.12,0.0
OI001039,O00333,P0086,2,26990.09,0.1
OI001040,O00333,P0107,1,20288.3,0.2
OI001041,O00334,P0043,4,23683.68,0.2
OI001042,O00334,P0107,2,20288.3,0.05
OI001043,O00334,P0075,2,8404.97,0.0
OI001044,O00335,P0023,2,5090.98,0.0
OI001045,O00336,P0053,1,16152.78,0.05
OI001046,O00336,P0033,5,20746.57,0.0
OI001047,O00336,P0111,1,19761.46,0.0
OI001048,O00336,P0076,5,7609.55,0.05
OI001049,O00337,P0088,2,16504.89,0.0
OI001050,O00337,P0032,4,28363.64,0.15
OI001051,O00337,P0036,3,8960.67,0.2
OI001052,O00337,P0113,3,12664.59,0.0
OI001053,O00338,P0005,1,29967.2,0.15
OI001054,O00338,P0108,2,27881.04,0.0
OI001055,O00338,P0095,5,28613.34,0.05
OI001056,O00338,P0085,3,20620.59,0.15
OI001057,O00338,P0103,3,19743.28,0.2
OI001058,O00339,P0069,2,28476.44,0.2
OI001059,O00340,P0050,3,28891.25,0.0
OI001060,O00340,P0002,1,25937.12,0.2
OI001061,O00340,P0117,2,13360.22,0.0
OI001062,O00340,P0051,2,29022.02,0.2
OI001063,O00341,P0118,3,13328.28,0.2
OI001064,O00341,P0057,4,6734.45,0.2
OI001065,O00342,P0036,1,8960.67,0.2
OI001066,O00343,P0061,3,11732.74,0.15
OI001067,O00343,P0095,4,28613.34,0.2
OI001068,O00343,P0053,1,16152.78,0.2
OI001069,O00343,P0119,2,3520.87,0.15
OI001070,O00344,P0065,4,20745.59,0.1
OI001071,O00344,P0009,5,11563.17,0.15
OI001072,O00344,P0046,3,23621.0,0.05
OI001073,O00345,P0098,1,16744.36,0.15
OI001074,O00346,P0081,2,15455.55,0.0
OI001075,O00346,P0057,4,6734.45,0.0
OI001076,O00347,P0041,1,18672.23,0.0
OI001077,O00347,P0074,2,23258.13,0.1
OI001078,O00347,P0011,2,29653.81,0.2
OI001079,O00348,P0088,4,16504.89,0.2
OI001080,O00348,P0053,2,16152.78,0.0
OI001081,O00348,P0102,2,3215.58,0.15
OI001082,O00348,P0041,5,18672.23,0.2
OI001083,O00348,P0058,3,19519.27,0.2
OI001084,O00349,P0026,3,12432.11,0.0
OI001085,O00349,P0011,4,29653.81,0.05
OI001086,O00349,P0054,5,17586.66,0.0
OI001087,O00350,P0003,5,28035.34,0.15
OI001088,O00351,P0081,2,15455.55,0.0
OI001089,O00351,P0030,2,7749.16,0.0
OI001090,O00351,P0117,4,13360.22,0.1
OI001091,O00351,P0012,4,28948.95,0.1
OI001092,O00351,P0060,3,3024.1,0.0
OI001093,O00352,P0048,2,27431.78,0.1
OI001094,O00353,P0002,5,25937.12,0.05
OI001095,O00354,P0106,2,29239.45,0.15
OI001096,O00354,P0087,2,2082.59,0.0
OI001097,O00354,P0064,3,12314.5,0.0
OI001098,O00354,P0016,4,14148.38,0.05
OI001099,O00355,P0056,2,26540.94,0.1
OI001100,O00355,P0110,2,10608.58,0.2
OI001101,O00356,P0094,4,12871.71,0.0
OI001102,O00356,P0087,4,2082.59,0.2
OI001103,O00356,P0025,2,11320.25,0.0
OI001104,O00357,P0034,4,29981.28,0.0
OI001105,O00357,P0031,3,20367.01,0.1
OI001106,O00357,P0080,4,22400.48,0.0
OI001107,O00358,P0061,2,11732.74,0.2
OI001108,O00359,P0089,2,15973.04,0.15
OI001109,O00359,P0051,4,29022.02,0.15
OI001110,O00359,P0088,4,16504.89,0.15
OI001111,O00360,P0033,1,20746.57,0.0
OI001114,O00360,P0072,5,23634.91,0.15
OI001115,O00360,P0008,1,26103.7,0.0
OI001116,O00361,P0065,3,20745.59,0.05
OI001117,O00361,P0080,3,22400.48,0.0
OI001118,O00361,P0049,5,22427.19,0.0
OI001119,O00362,P0023,3,5090.98,0.05
OI001120,O00362,P0034,2,29981.28,0.0
OI001121,O00362,P0022,3,29352.73,0.15
OI001122,O00362,P0065,5,20745.59,0.05
OI001123,O00362,P0064,2,12314.5,0.0
OI001124,O00363,P0041,1,18672.23,0.0
OI001125,O00364,P0112,3,2861.72,0.05
OI001126,O00364,P0107,3,20288.3,0.0
OI001127,O00364,P0036,5,8960.67,0.2
OI001128,O00364,P0096,3,2845.8,0.1
OI001129,O00365,P0056,3,26540.94,0.15
OI001130,O00365,P0115,4,2658.52,0.2
OI001131,O00365,P0022,2,29352.73,0.1
OI001132,O00366,P0007,2,22914.64,0.0
OI001133,O00366,P0025,4,11320.25,0.0
OI001134,O00366,P0020,2,1192.67,0.15
OI001135,O00366,P0030,4,7749.16,0.05
OI001136,O00367,P0115,4,2658.52,0.0
OI001137,O00368,P0046,4,23621.0,0.05
OI001138,O00368,P0091,1,21658.7,0.2
OI001139,O00368,P0072,2,23634.91,0.0
OI001140,O00368,P0063,3,19689.07,0.0
OI001141,O00369,P0112,2,2861.72,0.2
OI001142,O00369,P0037,2,29340.98,0.15
OI001143,O00370,P0106,5,29239.45,0.0
OI001144,O00370,P0035,5,7207.71,0.0
OI001145,O00370,P0073,5,6309.86,0.2
OI001146,O00370,P0115,5,2658.52,0.0
OI001147,O00370,P0085,4,20620.59,0.0
OI001148,O00371,P0099,1,9969.82,0.0
OI001149,O00371,P0064,1,12314.5,0.0
OI001150,O00372,P0051,3,29022.02,0.1
OI001151,O00373,P0108,3,27881.04,0.0
OI001152,O00374,P0011,4,29653.81,0.2
OI001153,O00375,P0059,1,28394.29,0.0
OI001154,O00375,P0081,1,15455.55,0.15
OI001155,O00375,P0035,5,7207.71,0.05
OI001156,O00375,P0077,3,4058.28,0.15
OI001157,O00376,P0017,3,18742.99,0.0
OI001158,O00376,P0028,1,20532.06,0.15
OI001159,O00376,P0111,1,19761.46,0.1
OI001160,O00376,P0007,5,22914.64,0.05
OI001161,O00376,P0103,1,19743.28,0.05
OI001162,O00377,P0023,4,5090.98,0.0
OI001163,O00377,P0031,1,20367.01,0.2
OI001164,O00377,P0099,2,9969.82,0.0
OI001165,O00378,P0100,2,26223.39,0.0
OI001166,O00378,P0052,3,2818.25,0.05
OI001167,O00378,P0037,4,29340.98,0.15
OI001168,O00378,P0083,3,9132.71,0.15
OI001169,O00379,P0017,3,18742.99,0.1
OI001170,O00379,P0046,2,23621.0,0.05
OI001171,O00379,P0086,4,26990.09,0.05
OI001173,O00379,P0107,5,20288.3,0.1
OI001174,O00380,P0012,3,28948.95,0.1
OI001175,O00380,P0097,2,3005.35,0.05
OI001176,O00380,P0055,4,20284.12,0.0
OI001177,O00380,P0104,1,25379.76,0.1
OI001178,O00381,P0060,2,3024.1,0.05
OI001179,O00381,P0087,5,2082.59,0.15
OI001180,O00381,P0029,5,7057.79,0.0
OI001181,O00382,P0060,4,3024.1,0.0
OI001182,O00382,P0056,2,26540.94,0.0
OI001183,O00382,P0011,3,29653.81,0.2
OI001184,O00383,P0067,3,29430.12,0.1
OI001185,O00383,P0055,1,20284.12,0.1
OI001186,O00384,P0118,1,13328.28,0.1
OI001187,O00385,P0066,4,28522.59,0.05
OI001188,O00386,P0060,5,3024.1,0.2
OI001189,O00387,P0046,1,23621.0,0.2
OI001190,O00387,P0033,5,20746.57,0.0
